from,to
426,21358
426,23364
427,18400
427,46092
427,23525
427,5247
427,4557
427,33728
427,15003
427,40668
427,21982
427,11835
427,40245
428,20111
428,10021
428,1739
428,24795
428,23114
429,29418
429,20829
430,18526
430,35803
430,43377
430,21450
431,36375
431,3564
431,9775
431,12609
431,24786
431,1296
432,28059
432,48363
432,22576
432,24957
433,38748
433,33554
433,41922
433,49690
433,44065
433,32189
433,2426
433,43758
433,42198
433,40593
433,11324
433,227
433,46592
433,33055
433,1766
434,18240
434,45874
434,44654
434,428
434,36018
434,15221
434,29461
434,19356
435,14868
435,6669
435,48576
435,22437
436,15851
436,18632
436,12495
436,4123
436,1004
436,8465
436,10791
436,25821
436,655
436,8406
436,11693
436,25803
436,30636
436,16647
436,24314
436,23455
436,20164
436,7347
437,5895
437,11355
437,49303
437,31438
437,20088
437,32625
437,46812
437,8709
438,47087
438,21256
438,34834
438,13298
438,17635
438,23021
438,17214
438,39843
438,28102
438,37172
438,2330
438,10112
438,33728
438,85
439,37163
439,49788
439,44277
440,41197
440,35088
441,34159
441,36333
441,24979
441,36452
441,30537
441,43569
441,5394
441,5618
441,42210
441,22629
441,7066
441,3515
441,423
441,19347
441,9765
441,23720
442,42816
442,32916
442,32336
442,47655
442,32309
442,46873
442,46605
442,2319
443,14972
443,23479
443,7167
443,33827
443,20269
444,25341
444,44343
445,6842
445,3427
445,28784
445,35709
446,24069
446,1821
447,25402
447,18470
447,24451
447,18972
447,47334
447,49
447,26795
448,26949
448,10151
448,49307
448,11054
448,5566
448,15285
448,22177
448,23755
448,23363
448,30931
448,34103
448,36803
448,10214
448,43581
448,27080
448,7045
448,10897
448,15108
449,25494
449,29873
449,27075
449,1081
449,48217
449,16156
449,30716
449,11302
449,5598
449,27711
450,36694
450,11091
450,35280
451,39592
451,40316
451,25044
451,24173
451,17130
451,18103
451,16114
451,39712
451,45671
451,9599
451,1413
451,10335
451,4917
451,9783
451,20938
451,22646
451,31126
451,131
451,32777
452,12720
452,2696
453,26954
453,38207
454,17291
454,20984
455,17875
455,41130
455,19878
456,42682
456,26068
456,14318
456,40330
456,49446
456,29682
456,25664
456,23098
456,37978
456,11415
456,15627
456,40177
456,48360
456,26109
456,7842
456,48995
456,25946
456,24062
456,31619
457,15246
457,32716
457,25720
457,23972
457,26380
457,5956
457,40603
457,27727
457,21587
457,14777
457,6410
457,18610
457,38119
457,27613
457,852
457,34092
457,36557
457,4965
458,19901
458,49258
459,13916
459,38460
459,24924
459,17098
459,46727
459,15481
459,16862
460,21943
460,25633
460,15106
461,39002
461,47348
461,45619
461,15194
461,38559
461,9048
461,4861
461,13851
461,41560
461,25991
461,13847
462,34845
462,17159
463,20720
463,21954
463,43853
463,8530
463,20431
463,3870
463,32113
463,18877
463,30901
463,34523
463,35841
463,44166
463,26269
464,10718
464,885
465,24740
465,34289
465,23412
465,3584
465,36282
465,7462
465,6016
465,19608
465,22340
465,27115
465,17295
465,256
465,6250
465,309
466,20699
466,47206
466,41736
466,43965
466,20520
467,21073
467,4155
467,39064
468,24911
468,5223
468,31827
468,20509
468,35594
469,27232
469,29759
469,6612
469,37069
469,47160
469,39272
469,12755
469,20087
469,12419
469,36238
469,15138
469,22612
469,5651
470,37893
470,48689
470,34396
470,44698
470,26632
470,47280
470,28023
470,10440
470,2632
470,4678
470,28219
470,35369
470,17400
471,16079
471,16235
471,1052
471,49204
471,9502
472,35785
472,3459
472,48649
472,23193
472,11550
472,2975
472,28718
472,25947
473,20208
473,13293
473,3105
473,135
473,6374
473,49768
473,48613
473,43777
473,41883
473,1517
473,2685
473,33998
473,1623
473,30149
473,25457
473,12230
474,1842
474,36054
474,33238
474,47982
474,8421
474,3490
474,42076
474,27561
474,48565
474,15163
474,26377
474,21919
474,29686
474,15753
474,20601
474,16632
475,4906
475,34424
476,29542
476,20520
476,24880
476,38235
476,4435
476,1930
476,334
476,26171
476,19798
476,26024
476,41020
476,29930
476,30739
476,20177
476,24048
476,47096
476,27365
476,8148
476,15721
476,23113
477,10041
477,32249
477,12394
477,43033
477,20794
477,46330
477,6993
478,42132
478,39940
478,11280
478,38753
478,19073
478,44039
479,43955
479,34366
480,38180
480,30214
480,22388
480,45319
480,14548
480,45901
480,923
480,45943
480,16694
480,11112
480,22447
480,6042
480,33500
480,20726
480,1073
480,5424
480,48815
480,2378
480,20612
480,5878
481,32787
481,25447
481,6180
481,48241
481,20034
481,16984
481,27683
481,1450
482,946
482,31099
482,42420
482,9830
483,22660
483,270
484,19257
484,2769
484,21258
484,18885
484,22921
484,34334
484,26246
484,18494
484,21472
484,40977
484,20281
484,24710
484,13695
484,44808
484,7128
484,4450
485,35406
485,37327
485,9697
486,18582
486,22361
486,22907
486,23948
486,13840
486,48402
486,28590
486,5049
486,31535
486,2207
486,18604
486,31337
486,31694
486,11836
486,8915
486,2654
486,46284
486,47244
486,24837
486,15896
487,9376
487,49231
487,30873
487,46375
487,37685
487,7840
487,39931
487,40465
487,38655
487,41648
487,33855
487,33097
487,30285
487,21092
487,33587
487,8749
487,37966
487,27903
487,46577
488,35902
488,34708
488,25300
488,38434
488,606
488,31856
488,35648
488,2299
489,40977
489,17760
489,9126
489,24739
489,37264
489,24331
489,45418
489,47042
489,21490
489,32057
489,44177
489,45523
489,30823
490,26535
490,13288
491,11954
491,33102
492,21313
492,3830
492,34334
492,43861
492,23071
492,33374
492,17370
492,7767
493,30473
493,23258
494,24121
494,14136
494,789
494,21787
494,38054
494,32320
494,20033
494,16102
494,9641
494,48535
494,32765
494,11429
494,1112
494,46091
494,39267
494,35069
494,16441
494,20305
494,39934
495,22377
495,10077
495,22300
495,17748
495,44516
495,49839
495,25779
495,2534
495,14294
495,10769
495,47074
495,3405
495,24027
495,21001
495,20094
495,8440
495,39705
496,39844
496,13944
496,6875
496,36526
496,6408
496,18314
496,42504
496,29816
496,8712
496,20516
496,28288
496,17496
496,38800
497,798
497,48959
497,17715
498,33367
498,16965
498,6864
499,34319
499,3346
499,5405
499,49629
499,17151
499,23311
499,12816
500,44582
500,15631
500,47883
500,20490
500,33257
501,35142
501,9577
501,46103
501,43660
501,5273
501,44875
501,23682
501,25397
501,16491
501,22730
501,37982
501,45661
501,16177
501,3000
502,18947
502,40941
502,33948
502,25986
502,4322
502,10513
502,39496
502,20786
502,23725
502,34342
502,22380
502,448
502,35067
502,41396
502,36581
502,3498
503,48115
503,22744
503,9775
504,16322
504,21856
505,39119
505,35338
505,48172
505,5729
506,613
506,49967
506,16589
506,44839
506,18395
506,38203
506,34425
506,44643
506,28105
506,13114
506,10656
506,32799
507,32015
507,39977
507,9502
507,8820
507,44950
507,47267
507,27972
507,49198
507,17364
507,29124
507,2620
507,33661
507,29200
507,25617
508,15281
508,16156
508,42112
508,33802
508,42359
508,28316
508,35065
508,14887
508,2435
508,39792
508,37871
508,44781
508,12811
508,8670
508,6809
508,38737
508,12788
508,4842
508,34572
509,39065
509,4310
509,40273
510,42759
510,29214
510,2179
510,28892
510,41723
510,34928
511,23103
511,9821
511,8154
511,20137
511,48938
512,49134
512,19572
512,3481
512,25639
512,37434
512,7149
512,7985
512,46620
512,41201
512,40975
512,29618
512,37360
512,5340
513,48818
513,1112
513,17155
513,42594
513,38461
513,44767
513,11040
513,40931
513,41566
513,22388
514,41627
514,43351
514,23107
514,23548
514,39155
514,9554
514,20824
514,47194
514,22042
514,14976
514,18067
514,20575
514,41121
514,15723
514,18948
514,25131
514,3555
515,2325
515,35896
515,1310
516,32183
517,609
517,46464
517,40307
517,5330
517,483
517,5922
517,41345
517,43925
517,27513
517,11338
517,28671
517,46074
517,32289
517,42353
517,28327
517,142
517,31831
517,31622
517,9336
518,18959
518,19444
518,11448
518,40293
518,35088
518,23872
518,5272
519,6271
519,34843
519,13410
519,47957
519,36063
519,21411
519,46332
519,12170
519,29412
519,18708
519,48670
519,8431
519,12796
519,41221
519,25411
519,1643
519,8975
519,17818
519,48235
520,16697
520,37652
520,14517
521,36947
521,2603
521,12349
521,15320
521,48016
521,40050
521,33869
521,49434
521,20308
521,912
522,27886
522,47637
522,20036
522,14321
522,11308
523,30225
523,13618
523,32175
523,35306
524,33231
525,27497
525,15353
525,12794
525,2636
525,28013
525,25141
525,30478
525,5469
526,18939
527,41284
527,42427
527,24834
527,29718
527,18191
527,19456
527,48479
527,45195
527,39045
527,15566
527,12694
527,13603
527,47422
527,25376
527,1153
527,44811
527,27054
527,46449
527,12666
528,25762
528,37892
528,5004
528,34369
528,8476
529,2232
529,6849
529,15637
529,17581
529,24313
529,40768
529,26237
529,12682
529,30807
529,31148
529,16330
529,31103
529,14568
529,21235
529,19308
530,43005
530,28574
530,7572
531,35158
531,36227
531,16770
531,11026
531,47183
532,30623
532,17355
532,6003
532,4407
532,42368
532,12093
532,28049
532,5840
532,38010
532,16660
532,18772
532,13700
532,41670
532,28976
532,2277
532,40099
532,48948
533,23202
533,44465
533,30056
533,31877
534,9835
534,7712
534,41606
535,45169
535,23905
536,32142
536,17651
536,11636
536,7651
536,11516
536,46663
536,26128
536,40597
536,5375
536,7674
536,19214
536,13759
536,7200
536,39095
536,45753
537,20089
537,39396
537,40063
537,13341
537,9673
538,40530
538,28691
538,27341
538,25701
538,9649
538,44599
539,22649
539,12399
539,15396
539,13949
539,42794
539,49552
539,23533
539,4694
539,38095
539,23108
539,17157
539,853
539,40014
539,1320
539,37352
540,7454
540,18823
541,12700
541,28551
541,45857
541,13163
541,40260
541,1310
541,36747
541,3286
541,31063
541,6474
541,41609
541,25761
541,17266
542,13086
543,15871
543,40650
543,21517
543,18327
544,23966
544,16071
544,6820
544,5572
544,1413
544,6238
544,15117
544,636
544,21121
544,12013
544,26164
545,10612
545,36803
545,30255
545,33209
545,41255
545,20785
545,20700
545,29216
545,17327
545,48368
545,17127
545,33780
545,28801
545,19529
545,35967
545,1260
545,24004
545,5973
546,8347
546,22591
546,34728
547,26942
547,40268
547,42745
547,35018
547,502
548,17476
548,42886
548,33750
548,4453
548,2293
548,29295
549,36902
549,2364
549,37715
549,9595
549,4607
549,5759
549,13917
549,26390
549,17959
549,28682
549,40655
549,25977
549,25963
549,16323
549,12777
550,48782
550,647
550,42778
551,27603
551,26646
551,13679
551,37416
551,14311
551,27453
552,158
552,24992
552,32376
552,41939
552,31680
552,29497
552,29565
552,24814
552,7732
552,28714
552,29256
552,15696
552,43860
553,10309
553,22429
553,9746
553,20001
553,19932
554,25070
554,25765
554,12867
554,39715
554,37021
554,12094
554,10956
555,2281
555,21887
555,10106
555,13036
555,30788
555,44476
555,12319
555,24156
555,15082
555,14702
555,24460
555,21334
555,32475
555,12592
556,48937
556,31821
556,33339
556,30771
556,11258
556,1948
556,47
556,44609
556,9775
556,5487
557,48084
557,37488
557,36314
558,28422
558,47621
558,13525
558,40913
558,17648
558,24377
559,1004
559,39181
559,10268
560,17566
560,37930
560,23311
560,25072
560,47118
561,45410
561,37750
561,5713
561,20782
561,35762
561,8378
561,7014
561,46474
561,8383
561,24782
561,39286
561,47974
561,5676
562,40642
562,29267
562,48147
562,26207
562,38544
562,27209
562,7724
562,48498
562,10724
562,20349
562,22799
562,4459
562,28136
562,1401
562,42362
562,9682
562,6187
562,8186
563,42452
563,27754
564,5353
564,30909
564,8147
564,28721
564,38465
564,24396
564,37020
564,33117
564,16215
564,9976
564,30603
564,29105
564,33979
564,20482
564,29574
564,9006
564,21625
564,7022
564,28373
564,12080
565,24220
565,44940
565,14754
565,43544
565,22231
565,26566
565,37991
565,11590
565,21737
565,1321
565,3537
565,44435
565,26102
566,48239
566,30285
566,17731
566,12285
566,35707
567,27336
567,9987
567,15877
567,5053
567,11444
567,34352
567,4090
567,22752
567,25618
568,31069
568,49442
569,21345
569,35823
569,18077
570,8842
570,18346
570,38816
571,38062
571,28796
572,4904
572,32616
572,41238
572,11109
573,7734
573,49542
573,19946
573,48338
573,46531
573,43678
573,7229
573,30755
573,47552
574,20634
574,30762
574,16390
574,18951
574,48866
574,44595
574,6360
574,32161
574,26020
574,38196
574,2353
574,4086
574,42379
575,35558
575,41923
575,39325
575,21522
576,35469
576,14950
576,12738
576,44155
576,20475
576,41569
577,21556
577,23562
577,21742
577,15091
577,44761
577,39424
577,30694
577,44608
577,10208
577,10677
577,25135
578,9068
578,38482
578,19240
578,41332
578,46799
578,3291
578,35645
578,47133
579,31468
579,48612
579,26720
579,4994
579,39496
579,39412
579,13339
579,8354
579,12006
579,33883
579,12031
579,15127
579,35557
579,18985
579,48920
579,31403
580,3502
580,16553
581,42967
581,13065
582,13813
582,48458
582,42636
582,37287
582,13069
582,47475
582,49271
582,31257
582,7381
582,6492
582,11396
582,2475
582,39686
582,29987
582,39015
582,33864
582,18771
582,8280
582,14439
582,43916
583,18616
583,26999
584,17115
584,17953
584,20489
585,21780
585,30656
585,17884
585,22252
585,14450
585,39344
585,15102
585,30171
586,15340
586,5983
586,7297
586,175
586,46392
586,7999
586,20751
586,19183
587,49241
587,41543
587,23962
587,31681
588,7078
588,42874
588,40083
588,9925
588,36071
588,14007
588,43821
588,35105
588,30662
588,9583
588,9362
588,45235
588,10838
588,33685
588,29361
588,8996
588,8141
589,30806
589,36356
589,45253
589,26703
589,4934
589,7721
589,16649
589,6024
589,7224
589,27270
589,11952
589,9241
589,3079
590,47530
590,7457
590,10305
591,32331
591,35230
592,8269
592,39698
592,40585
592,22486
592,48922
592,42414
592,24504
592,17748
592,37187
592,24493
592,14682
592,38211
592,3744
592,5274
592,5630
592,9658
592,12364
593,16387
593,34309
593,6027
593,6155
593,32899
593,25971
593,3708
593,47631
593,41350
593,42974
594,8448
594,39670
595,25312
595,36021
595,12919
595,28586
595,28198
595,26858
595,36349
595,38319
595,46219
596,42413
596,26265
596,21069
596,27011
597,902
597,14256
597,11711
597,43081
597,16475
597,13292
597,900
597,47689
598,15235
598,25031
598,35029
599,22011
599,37335
599,6285
599,29678
599,6257
599,29576
599,43903
599,19604
599,47387
599,40319
599,24493
599,13612
599,16594
599,44303
600,28294
600,35108
601,22655
601,23527
602,13401
602,31511
602,28015
602,48812
603,37799
603,40749
603,43713
604,29608
604,34418
604,22782
604,15967
604,27916
604,47958
604,46777
604,4334
604,34750
604,1551
604,42838
604,25527
604,7720
605,1773
605,980
606,39851
606,35533
606,48162
606,848
606,1492
606,41313
606,5926
606,26285
606,17326
606,12291
607,17593
607,16074
607,8983
607,10659
607,20901
607,38431
607,12457
607,35595
607,48680
607,40669
607,30859
608,19589
608,4395
608,23506
608,31341
608,4745
608,47677
608,16270
609,6592
609,18927
609,22262
609,40553
609,13274
609,11782
609,49198
609,26782
609,34719
609,27084
609,935
609,14723
609,11357
610,28606
610,11037
611,46508
611,26790
611,42962
612,42105
612,27887
612,28609
612,2026
612,48873
613,48655
613,24163
614,42192
614,33093
614,14068
614,2693
614,35673
614,11383
614,37783
614,47081
614,40020
614,23278
614,48907
614,5798
614,25759
614,2788
614,5486
614,12222
614,48754
614,2152
614,35885
614,12796
615,11647
615,33612
616,21582
616,48318
616,47204
616,32813
617,21712
617,3080
617,27518
617,848
618,44458
618,19489
618,14733
618,8566
618,49542
619,26988
619,43894
620,28985
620,21875
620,46048
620,13976
620,23453
620,42879
620,17480
620,22562
620,32091
621,34614
621,38063
621,15701
621,14536
621,11224
621,33939
621,48047
621,47135
621,40925
621,42051
621,40593
621,1447
622,11804
622,2323
622,42504
622,45474
622,18529
622,27085
622,37195
622,27235
622,45609
622,15764
622,15958
623,32066
623,335
623,36976
623,39728
624,46689
624,22824
624,43365
624,44556
624,12094
624,27254
625,37954
625,10171
625,15628
625,9911
625,10958
626,1437
626,9858
626,14170
626,31845
626,45687
626,31356
626,36626
627,34966
627,10351
627,38262
627,29413
627,28849
627,17220
627,4711
627,7994
627,19037
627,27430
627,5978
627,13025
627,35191
627,35772
627,44468
627,35127
628,32197
628,8679
628,6530
628,37090
628,13984
628,44649
628,9832
629,48550
629,42396
630,22917
630,30531
631,45463
631,4215
631,49192
631,26116
631,1226
631,35430
631,25496
631,49600
631,14831
631,41542
631,29865
631,21857
631,36890
631,5713
631,144
632,11557
632,30601
632,32139
632,13277
633,15196
633,48328
633,31674
633,5558
633,15423
633,34020
633,30883
633,49766
633,30004
633,49249
633,23228
633,48761
633,35889
633,17899
633,19702
633,12581
633,22567
634,27556
634,48395
635,48604
635,7747
635,16926
635,694
635,28757
635,28397
636,1226
636,26433
636,29613
636,836
636,40753
636,34404
636,16444
636,34377
636,25624
636,32453
636,30565
636,10196
636,35715
636,48583
636,20150
636,17517
636,20006
636,33457
637,46058
637,7723
638,47691
639,7548
639,37183
639,3232
639,17327
639,25593
639,34990
639,29064
639,36877
639,13336
639,5928
639,48849
639,27275
639,4860
639,4048
639,34026
640,12710
640,7435
640,10199
640,33557
640,47537
641,39688
641,19167
641,42190
641,25034
641,12121
641,5185
641,420
641,2241
641,45900
641,41956
642,16255
642,22216
643,23914
643,18416
643,28916
644,31300
644,8321
644,31065
644,11627
644,6439
645,42829
645,9637
645,17840
645,27406
645,47656
645,2201
645,48000
645,16758
645,6117
645,39231
645,49721
645,1246
645,5361
645,12536
645,5118
645,3290
645,26997
646,44752
646,8349
646,207
646,34103
646,16972
646,1861
646,12273
646,28024
646,45712
646,47402
647,23784
647,47323
647,30476
648,40602
648,44415
648,3221
648,39305
648,9458
648,37215
648,35424
648,39435
648,22794
648,8937
649,30939
649,36715
649,1041
649,36133
649,37144
649,7274
650,17845
650,24746
651,3981
651,24217
651,7620
651,8724
651,40595
651,28039
651,42693
651,5485
652,19196
652,10586
652,13262
652,44413
652,47021
653,20978
653,11198
653,194
653,28208
653,28064
653,41933
653,29288
653,17059
653,47259
653,24621
654,11824
654,42902
654,28665
654,45777
654,46829
654,33012
654,1932
654,26826
654,31471
654,34002
654,26364
655,33304
655,40310
655,13645
655,45330
655,43951
655,15520
655,17917
655,26287
655,42643
655,9730
655,47653
655,26271
656,7698
656,34230
656,47436
656,8822
656,42578
656,24435
656,26719
656,46121
656,29465
656,22731
656,7930
656,37871
656,12404
656,27448
656,9069
656,10584
656,1704
656,296
656,39092
657,387
657,16698
657,6613
658,24368
658,49719
658,27496
658,21511
658,23142
658,47309
658,45803
658,30555
659,27611
660,45726
660,24919
660,30683
660,11886
660,17793
660,24971
660,32618
660,24340
660,41644
660,34060
660,42969
661,43478
661,7252
662,3679
662,26775
662,48209
662,27125
662,8802
662,47691
662,48300
662,37434
662,25605
662,1812
662,44080
662,12763
663,24243
663,49857
